,Id,MSSubClass,LotFrontage,LotArea,Alley,LotShape,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
2055,2056,20,80.0,9600,,Reg,Gtl,NAmes,1Story,5,8,1950,2006,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,32.0,Rec,308.0,232.0,Gd,Y,1337,0,0,1337,1.0,0.0,1,0,3,1,Gd,Typ,1,Gd,Attchd,1950.0,RFn,264.0,TA,TA,0,192,0,0,0,0,,,,0,9,2008,
2056,2057,20,63.0,7584,,Reg,Gtl,NAmes,1Story,5,5,1953,1953,Wd Sdng,Wd Sdng,BrkFace,88.0,TA,TA,CBlock,TA,TA,No,LwQ,531.0,Unf,0.0,505.0,Ex,Y,1036,0,0,1036,0.0,0.0,1,0,3,1,TA,Typ,0,,Attchd,1953.0,RFn,312.0,TA,TA,120,24,0,0,0,0,,MnPrv,,0,6,2008,
2057,2058,60,90.0,14670,,Reg,Gtl,NAmes,2Story,6,7,1966,1999,VinylSd,VinylSd,BrkFace,410.0,Gd,Gd,CBlock,TA,TA,No,BLQ,575.0,Unf,0.0,529.0,Ex,Y,1104,884,0,1988,0.0,0.0,2,1,4,1,Gd,Typ,1,Gd,Attchd,1966.0,RFn,480.0,TA,TA,0,230,0,0,0,0,,MnPrv,,0,8,2008,
2058,2059,20,74.0,8856,,Reg,Gtl,NAmes,1Story,5,4,1957,1957,Wd Sdng,Wd Sdng,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,ALQ,621.0,LwQ,52.0,503.0,TA,Y,1176,0,0,1176,1.0,0.0,1,0,3,1,TA,Typ,2,Gd,Attchd,1957.0,RFn,292.0,TA,TA,0,88,0,0,95,0,,,,0,5,2008,
2059,2060,20,82.0,9840,,Reg,Gtl,NAmes,1Story,5,7,1959,1998,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1053.0,Unf,0.0,195.0,TA,Y,1440,0,0,1440,1.0,0.0,2,0,2,1,Gd,Typ,0,,Attchd,1959.0,RFn,480.0,TA,TA,150,0,0,0,256,0,,,,0,6,2008,
2060,2061,20,90.0,13200,,IR1,Gtl,NAmes,1Story,6,6,1958,1958,Wd Sdng,Wd Sdng,BrkFace,187.0,TA,TA,CBlock,TA,TA,No,LwQ,958.0,Unf,0.0,437.0,Ex,Y,1570,0,0,1570,1.0,0.0,1,0,3,1,TA,Typ,1,TA,Attchd,1958.0,RFn,441.0,TA,TA,490,0,0,0,0,0,,,,0,5,2008,
2061,2062,20,75.0,10425,,Reg,Gtl,NAmes,1Story,5,5,1956,1958,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,774.0,Unf,0.0,330.0,Gd,Y,1104,0,0,1104,1.0,0.0,1,0,3,1,TA,Typ,0,,Attchd,1956.0,RFn,384.0,TA,TA,0,0,0,0,0,0,,,,0,4,2008,
2062,2063,20,60.0,11556,,Reg,Gtl,NAmes,1Story,5,6,1952,1952,MetalSd,MetalSd,Stone,52.0,TA,TA,CBlock,TA,TA,No,Rec,148.0,Unf,0.0,572.0,Ex,Y,882,0,0,882,1.0,0.0,1,0,2,1,Gd,Typ,0,,Attchd,1952.0,Unf,240.0,TA,TA,0,0,0,0,0,0,,MnPrv,,0,5,2008,
2063,2064,20,102.0,9373,,IR1,Gtl,NAmes,1Story,5,6,1953,1953,MetalSd,MetalSd,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,Rec,500.0,LwQ,196.0,456.0,TA,Y,1152,0,0,1152,0.0,0.0,1,1,3,1,TA,Typ,0,,Detchd,1971.0,Unf,636.0,TA,TA,0,0,0,0,0,0,,,,0,5,2008,
2064,2065,20,,12774,,Reg,Sev,NAmes,1Story,5,5,1953,1953,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,624.0,LwQ,128.0,232.0,TA,N,950,0,0,950,0.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1953.0,Unf,400.0,TA,TA,0,32,0,0,0,0,,GdWo,,0,7,2008,
2065,2066,20,95.0,14250,,Reg,Gtl,NAmes,1Story,6,5,1957,1957,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,998.0,TA,Y,1790,0,0,1790,0.0,0.0,2,0,3,1,TA,Typ,2,Gd,Attchd,1957.0,Fin,540.0,TA,TA,0,40,0,0,0,0,,,Shed,1500,9,2008,
2066,2067,20,71.0,8838,,Reg,Gtl,NAmes,1Story,5,3,1957,1982,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,,,,,0.0,,0.0,0.0,Gd,Y,1764,0,0,1764,0.0,0.0,2,1,4,1,TA,Maj2,1,TA,Attchd,1957.0,Fin,301.0,TA,TA,0,72,0,0,0,0,,,,0,10,2008,
2067,2068,90,76.0,12436,,Reg,Gtl,NAmes,1Story,5,5,1957,1957,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1824.0,Fa,Y,1824,0,0,1824,0.0,0.0,2,0,5,2,TA,Typ,0,,Detchd,1958.0,Unf,484.0,TA,TA,0,0,0,0,0,0,,,,0,1,2008,
2068,2069,20,60.0,10122,,Reg,Gtl,OldTown,1Story,4,6,1948,1950,MetalSd,MetalSd,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,TA,N,869,0,0,869,0.0,0.0,1,0,1,1,TA,Typ,0,,Detchd,1948.0,Unf,390.0,Fa,TA,0,0,66,0,0,0,,GdPrv,,0,8,2008,
2069,2070,50,45.0,7506,,Reg,Gtl,OldTown,1.5Fin,5,8,1925,1950,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,747.0,TA,Y,747,412,0,1159,0.0,0.0,1,0,3,1,TA,Typ,0,,Detchd,1932.0,Unf,288.0,Fa,TA,84,0,96,0,0,0,,,,0,5,2008,
2070,2071,30,60.0,5400,,Reg,Gtl,OldTown,1Story,4,7,1940,2005,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,Gd,Y,672,0,0,672,0.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1997.0,Unf,308.0,TA,TA,88,108,0,0,0,0,,,,0,7,2008,
2071,2072,50,60.0,10836,Grvl,Reg,Gtl,OldTown,1.5Fin,5,5,1922,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,892.0,Ex,Y,1254,182,0,1436,0.0,1.0,1,0,3,1,TA,Typ,1,Gd,Detchd,1968.0,Unf,1488.0,Fa,TA,0,0,100,0,0,0,,GdWo,,0,6,2008,
2072,2073,20,78.0,10180,,IR1,Gtl,NAmes,1Story,5,6,1968,1968,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,744.0,Unf,0.0,168.0,TA,Y,1044,0,0,1044,0.0,1.0,1,1,3,1,TA,Typ,1,Fa,Attchd,1990.0,Fin,372.0,TA,TA,200,48,0,0,0,0,,GdWo,Shed,450,6,2008,
2073,2074,20,76.0,11355,,IR1,Gtl,NAmes,1Story,7,7,1958,2001,HdBoard,HdBoard,BrkFace,125.0,TA,TA,CBlock,TA,TA,No,BLQ,637.0,Unf,0.0,675.0,Ex,Y,1312,0,0,1312,0.0,0.0,1,1,3,1,TA,Typ,1,Gd,Attchd,1958.0,RFn,495.0,TA,TA,0,304,144,0,0,0,,MnPrv,Othr,6500,4,2008,
2074,2075,20,,12929,,IR1,Gtl,NAmes,1Story,6,6,1960,1993,Wd Sdng,Wd Sdng,BrkFace,276.0,TA,TA,CBlock,TA,TA,Gd,GLQ,697.0,Unf,0.0,384.0,TA,Y,1081,0,0,1081,1.0,0.0,1,0,3,1,TA,Typ,0,,CarPort,1960.0,Unf,401.0,TA,TA,36,82,0,0,0,0,,,,0,6,2008,
2075,2076,20,60.0,7200,,Reg,Gtl,NAmes,1Story,5,7,1951,1951,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,No,LwQ,432.0,Unf,0.0,444.0,TA,Y,876,0,0,876,0.0,0.0,1,0,2,1,TA,Typ,1,TA,Detchd,1972.0,Unf,576.0,TA,TA,0,0,0,0,0,0,,,,0,2,2008,
2076,2077,20,80.0,8000,,Reg,Gtl,NAmes,1Story,5,6,1959,1959,BrkFace,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,476.0,Rec,488.0,292.0,Gd,Y,1256,0,0,1256,1.0,0.0,1,1,3,1,Gd,Typ,0,,Attchd,1959.0,RFn,311.0,TA,TA,0,240,0,0,0,0,,,,0,5,2008,
2077,2078,20,80.0,8000,,Reg,Gtl,NAmes,1Story,5,5,1962,1962,BrkFace,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,520.0,Rec,319.0,188.0,TA,Y,1027,0,0,1027,0.0,1.0,1,0,3,1,TA,Typ,0,,Attchd,1962.0,Unf,299.0,TA,TA,0,0,0,0,0,0,,,,0,11,2008,
2078,2079,50,60.0,8064,,Reg,Gtl,NAmes,1.5Fin,6,6,1948,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,315.0,Unf,0.0,453.0,Ex,Y,819,501,0,1320,0.0,0.0,2,0,3,1,TA,Typ,0,,Detchd,1994.0,Unf,576.0,TA,TA,108,0,0,0,0,0,,GdWo,,0,9,2008,
2079,2080,45,64.0,6390,,Reg,Gtl,NAmes,1.5Unf,6,7,1954,1954,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,936.0,TA,Y,984,0,0,984,1.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1954.0,Unf,280.0,TA,TA,0,0,0,0,0,0,,GdWo,,0,6,2008,
2080,2081,50,60.0,7200,,Reg,Gtl,NAmes,1.5Fin,6,5,1954,1954,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,673.0,Unf,0.0,181.0,Fa,Y,854,424,0,1278,0.0,0.0,1,0,4,1,TA,Typ,0,,Attchd,1954.0,Unf,240.0,TA,TA,0,0,0,0,0,0,,MnWw,,0,4,2008,
2081,2082,90,113.0,8513,,Reg,Gtl,NAmes,1Story,5,5,1961,1961,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1800.0,TA,N,1800,0,0,1800,0.0,0.0,2,0,6,2,TA,Typ,0,,,,,0.0,,,0,0,0,0,0,0,,,,0,11,2008,
2082,2083,50,60.0,7200,,Reg,Gtl,NAmes,1.5Fin,5,6,1955,1967,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,370.0,Unf,0.0,398.0,Gd,Y,1024,564,0,1588,0.0,0.0,1,1,3,1,TA,Typ,0,,Detchd,1955.0,Unf,480.0,TA,TA,0,0,0,0,0,0,,,,0,3,2008,
2083,2084,20,60.0,7200,,Reg,Gtl,NAmes,1Story,5,7,1954,1954,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,825.0,TA,Y,825,0,0,825,0.0,1.0,1,0,2,1,TA,Typ,0,,Attchd,1954.0,Unf,350.0,TA,TA,0,0,0,0,0,0,,,,0,7,2008,
2084,2085,20,69.0,7590,,Reg,Gtl,NAmes,1Story,5,5,1963,1963,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1117.0,Ex,Y,1117,0,0,1117,0.0,0.0,1,0,3,1,TA,Typ,0,,Attchd,1963.0,Unf,264.0,TA,TA,0,0,0,0,0,0,,,,0,5,2008,
2085,2086,20,56.0,9836,Grvl,Reg,Gtl,OldTown,1Story,6,5,2008,2008,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,96.0,Unf,0.0,96.0,Gd,N,1133,0,0,1133,1.0,0.0,1,0,3,1,TA,Typ,0,,Detchd,2008.0,Unf,308.0,TA,TA,0,175,0,0,0,0,,,,0,12,2008,
2086,2087,50,57.0,9184,Grvl,Reg,Gtl,OldTown,1.5Fin,5,7,1948,2005,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,780.0,Ex,Y,948,375,0,1323,0.0,0.0,1,0,3,1,TA,Typ,0,,Detchd,1948.0,Unf,400.0,TA,TA,0,0,0,0,0,0,,,,0,7,2008,
2087,2088,70,80.0,4800,Grvl,Reg,Gtl,OldTown,2Story,5,5,1910,2003,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,680.0,Fa,N,680,680,0,1360,0.0,0.0,1,0,2,1,TA,Typ,0,,Attchd,1910.0,Unf,330.0,Fa,TA,192,50,0,0,0,0,,,,0,1,2008,
2088,2089,30,60.0,4800,,Reg,Gtl,OldTown,1Story,5,4,1940,1950,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,672.0,TA,Y,672,0,0,672,0.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1950.0,Unf,256.0,TA,TA,0,0,0,0,0,0,,MnPrv,,0,8,2008,
2089,2090,75,60.0,6000,,Reg,Gtl,OldTown,2.5Unf,6,7,1915,2005,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,728.0,Gd,Y,728,728,0,1456,0.0,0.0,1,1,4,1,Gd,Typ,0,,Detchd,1915.0,Unf,308.0,Fa,Fa,0,0,248,0,0,0,,,,0,6,2008,
2090,2091,190,63.0,11426,Grvl,Reg,Gtl,OldTown,1.5Fin,4,6,1910,1996,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,TA,TA,No,Unf,0.0,Unf,0.0,828.0,Gd,Y,828,658,108,1594,0.0,0.0,2,0,3,2,TA,Typ,0,,,,,0.0,,,0,172,109,0,0,0,,,,0,6,2008,
2091,2092,50,63.0,7628,,Reg,Gtl,OldTown,1.5Fin,4,6,1940,1985,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,801.0,Gd,Y,1095,561,0,1656,0.0,0.0,2,0,2,1,TA,Mod,0,,Detchd,1958.0,Unf,440.0,TA,TA,187,0,0,0,0,0,,,,0,5,2008,
2092,2093,50,81.0,7308,,Reg,Gtl,OldTown,1.5Fin,5,5,1920,1950,WdShing,Wd Shng,None,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,360.0,Unf,0.0,576.0,Gd,N,960,780,0,1740,0.0,0.0,1,0,2,1,Ex,Typ,1,Gd,Detchd,1920.0,Unf,225.0,Fa,Fa,0,0,236,0,0,0,,,,0,6,2008,
2093,2094,30,60.0,5400,,Reg,Gtl,OldTown,1Story,7,6,1920,2006,Stucco,Stucco,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,931.0,TA,Y,1027,0,0,1027,0.0,1.0,1,0,2,1,Gd,Typ,1,TA,,,,0.0,,,0,28,0,0,0,0,,,,0,2,2008,
2094,2095,190,60.0,10800,Grvl,Reg,Gtl,OldTown,1.5Fin,6,6,1940,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,590.0,Unf,0.0,294.0,TA,Y,884,552,0,1436,0.0,0.0,2,0,3,2,TA,Typ,2,Gd,Detchd,1940.0,Unf,828.0,TA,TA,0,0,126,0,0,0,,,,0,5,2008,
2095,2096,30,60.0,6756,,Reg,Gtl,OldTown,1Story,5,6,1910,1950,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Gd,No,Unf,0.0,Unf,0.0,481.0,TA,N,899,0,0,899,0.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1930.0,Unf,200.0,Fa,TA,0,0,96,0,0,0,,,,0,9,2008,
2096,2097,50,44.0,5914,Grvl,Reg,Gtl,OldTown,1.5Fin,5,9,1890,1996,Wd Sdng,HdBoard,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,684.0,Gd,Y,684,396,0,1080,0.0,0.0,1,0,3,1,Gd,Typ,0,,,,,0.0,,,0,165,30,0,0,0,,,,0,9,2008,
2097,2098,50,75.0,9000,,Reg,Gtl,OldTown,1.5Fin,5,6,1946,1950,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,445.0,Unf,0.0,459.0,Ex,Y,904,595,0,1499,0.0,0.0,1,0,3,1,TA,Typ,1,Po,Detchd,1959.0,Unf,869.0,TA,Gd,0,20,0,0,0,0,,,,0,6,2008,
2098,2099,20,62.0,7311,,Reg,Gtl,OldTown,1Story,2,5,1946,1950,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,407.0,TA,N,407,0,0,407,0.0,0.0,1,0,1,1,TA,Typ,0,,Detchd,1949.0,Unf,297.0,Fa,TA,76,0,120,0,0,0,,,,0,3,2008,
2099,2100,20,103.0,12205,,Reg,Gtl,OldTown,1Story,3,1,1949,1992,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,Gd,Y,1588,0,0,1588,0.0,0.0,2,0,5,1,TA,Maj2,0,,,,,0.0,,,0,0,0,0,0,0,,MnPrv,,0,12,2008,
2100,2101,190,69.0,9142,,Reg,Gtl,OldTown,2Story,5,5,1900,2006,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,797.0,TA,N,830,797,0,1627,0.0,0.0,2,0,4,2,TA,Typ,0,,Detchd,1950.0,Unf,420.0,Fa,Po,192,0,60,0,0,0,,,,0,2,2008,
2101,2102,75,53.0,5350,,Reg,Gtl,OldTown,2Story,7,8,1920,1965,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,116.0,Unf,0.0,508.0,Ex,Y,730,720,0,1450,0.0,0.0,1,0,3,1,TA,Typ,0,,Detchd,1935.0,Unf,288.0,TA,TA,0,192,0,0,0,0,,MnPrv,,0,3,2008,
2102,2103,50,69.0,9143,Grvl,Reg,Gtl,OldTown,1.5Fin,5,7,1900,2003,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,346.0,Ex,Y,709,308,0,1017,0.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1961.0,Unf,308.0,TA,TA,0,0,139,0,0,0,,,,0,5,2008,
2103,2104,190,60.0,9600,Grvl,Reg,Gtl,OldTown,2Story,5,5,1920,1960,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,234.0,Unf,0.0,739.0,TA,Y,1377,973,0,2350,0.0,0.0,2,0,4,2,TA,Typ,0,,2Types,1930.0,Unf,393.0,TA,TA,0,0,219,0,0,0,,,,0,4,2008,
2104,2105,70,60.0,6000,Grvl,Reg,Gtl,OldTown,2Story,5,9,1905,2005,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,572.0,Ex,Y,884,656,0,1540,0.0,0.0,1,1,3,1,Gd,Typ,0,,,,,0.0,,,240,77,0,0,0,0,,,,0,2,2008,
2105,2106,70,60.0,11340,,Reg,Gtl,OldTown,2Story,2,1,1920,1950,AsbShng,AsbShng,None,0.0,Fa,Fa,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,723.0,TA,N,723,363,0,1086,0.0,0.0,1,0,2,1,TA,Maj1,0,,Detchd,1920.0,Unf,400.0,Fa,Po,0,24,144,0,0,0,,,,0,11,2008,
2106,2107,70,60.0,10800,,Reg,Gtl,OldTown,2Story,7,7,1890,1999,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,1313.0,Gd,Y,1313,1182,0,2495,0.0,0.0,2,0,5,1,TA,Typ,1,Gd,Detchd,1950.0,Unf,342.0,TA,Fa,0,299,0,0,0,0,,,,0,12,2008,
2107,2108,20,65.0,9750,,Reg,Gtl,OldTown,1Story,5,6,1959,1959,MetalSd,MetalSd,BrkFace,164.0,TA,TA,CBlock,TA,TA,No,Rec,200.0,Unf,0.0,784.0,Gd,Y,984,0,0,984,1.0,0.0,1,0,2,1,Fa,Typ,0,,Detchd,1959.0,Unf,308.0,TA,TA,0,0,0,0,0,0,,,,0,6,2008,
2108,2109,20,52.0,8516,,Reg,Gtl,OldTown,1Story,4,6,1958,2006,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,869.0,TA,Y,1093,0,0,1093,0.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1959.0,Unf,308.0,TA,TA,0,0,0,0,0,0,,,,0,5,2008,
2109,2110,30,55.0,7111,,IR1,Gtl,BrkSide,1Story,5,7,1928,1983,WdShing,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,LwQ,406.0,BLQ,273.0,329.0,TA,Y,1143,0,0,1143,0.0,0.0,1,0,2,1,TA,Typ,1,Po,Detchd,1992.0,Unf,288.0,TA,TA,265,0,0,0,0,0,,GdPrv,,0,7,2008,
2110,2111,50,,7425,,IR1,Gtl,BrkSide,1.5Fin,7,7,1945,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,672.0,Gd,Y,1195,473,0,1668,0.0,0.0,1,1,3,1,Gd,Typ,0,,Attchd,1945.0,Unf,252.0,TA,TA,210,0,0,0,0,0,,,,0,8,2008,
2111,2112,50,,7010,,Reg,Gtl,BrkSide,1.5Fin,5,5,1935,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,175.0,Unf,0.0,849.0,TA,Y,1144,594,0,1738,0.0,0.0,2,0,3,1,TA,Typ,1,Gd,Detchd,1950.0,Unf,240.0,TA,TA,0,30,0,0,0,0,,,,0,7,2008,
2112,2113,50,50.0,5000,,Reg,Gtl,BrkSide,1.5Fin,5,7,1941,2006,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,600.0,Unf,0.0,72.0,Ex,Y,832,378,0,1210,0.0,0.0,1,0,3,1,Gd,Typ,0,,Detchd,1941.0,Unf,240.0,TA,TA,0,0,0,0,0,0,,,,0,5,2008,
2113,2114,70,59.0,5870,,Reg,Gtl,BrkSide,2Story,6,9,1900,2000,HdBoard,HdBoard,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,554.0,Ex,Y,736,554,0,1290,0.0,0.0,1,1,3,1,TA,Typ,0,,Detchd,1926.0,Unf,200.0,Fa,TA,38,112,0,0,0,0,,MnPrv,Shed,400,4,2008,
2114,2115,50,50.0,6000,,Reg,Gtl,BrkSide,1.5Fin,6,7,1940,1989,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,521.0,Unf,0.0,460.0,Ex,Y,1014,658,0,1672,0.0,0.0,1,1,3,1,Gd,Typ,1,Gd,Detchd,1940.0,Unf,240.0,TA,TA,0,11,0,0,0,0,,GdPrv,,0,7,2008,
2115,2116,30,50.0,6000,,Reg,Gtl,BrkSide,1Story,5,7,1924,2003,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,949.0,Ex,Y,949,0,0,949,0.0,0.0,1,0,2,1,TA,Typ,1,Fa,Detchd,1924.0,Unf,370.0,TA,TA,0,0,48,0,0,0,,,,0,7,2008,
2116,2117,50,50.0,6000,,Reg,Gtl,BrkSide,1.5Fin,6,7,1937,2000,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,201.0,LwQ,162.0,462.0,Ex,Y,825,672,0,1497,0.0,0.0,2,0,3,1,TA,Typ,0,,Detchd,2004.0,Unf,672.0,TA,TA,272,0,0,0,0,0,,GdPrv,,0,5,2008,
2117,2118,50,50.0,6000,,Reg,Gtl,BrkSide,1.5Fin,6,5,1939,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,264.0,Unf,0.0,475.0,Ex,Y,874,468,0,1342,0.0,0.0,2,0,2,2,TA,Typ,1,Gd,Detchd,1939.0,Unf,240.0,TA,TA,0,0,0,0,0,0,,,,0,4,2008,
2118,2119,45,50.0,5000,,Reg,Mod,BrkSide,1.5Unf,6,7,1926,1950,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,992.0,Ex,Y,1013,0,0,1013,0.0,0.0,1,0,3,1,TA,Typ,0,,Detchd,1926.0,Unf,160.0,Fa,TA,0,0,101,0,0,0,,,,0,4,2008,
2119,2120,50,60.0,5520,,IR1,Gtl,BrkSide,1.5Fin,5,7,1920,1997,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,68.0,Unf,0.0,497.0,TA,Y,565,651,0,1216,1.0,0.0,1,0,3,1,TA,Typ,1,Gd,BuiltIn,1920.0,RFn,355.0,Fa,TA,0,0,180,0,0,0,,MnPrv,,0,4,2008,
2120,2121,20,99.0,5940,,IR1,Gtl,BrkSide,1Story,4,7,1946,1950,MetalSd,CBlock,None,0.0,TA,TA,PConc,,,,,,,,,TA,Y,896,0,0,896,,,1,0,2,1,TA,Typ,0,,Detchd,1946.0,Unf,280.0,TA,TA,0,0,0,0,0,0,,MnPrv,,0,4,2008,
2121,2122,50,52.0,6240,,Reg,Gtl,BrkSide,1.5Fin,4,7,1929,1950,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,80.0,Unf,0.0,624.0,Ex,Y,624,512,0,1136,0.0,1.0,1,0,2,1,TA,Typ,0,,Detchd,1990.0,Unf,336.0,TA,TA,0,365,80,0,0,0,,,,0,8,2008,
2122,2123,30,,6120,,Reg,Gtl,BrkSide,1Story,5,6,1945,1995,Plywood,Plywood,None,0.0,TA,Gd,CBlock,,,,,0.0,,0.0,0.0,Gd,N,808,0,0,808,0.0,0.0,1,0,1,1,TA,Min2,0,,Attchd,1925.0,Unf,164.0,TA,TA,0,48,0,0,0,0,,,,0,6,2008,
2123,2124,50,52.0,6240,,Reg,Gtl,BrkSide,1.5Fin,7,5,1939,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,300.0,LwQ,240.0,449.0,TA,Y,1245,764,0,2009,0.0,0.0,2,0,4,1,TA,Min2,1,Gd,Detchd,1939.0,Unf,400.0,TA,TA,0,20,0,0,0,0,,MnPrv,,0,1,2008,
