Id,MSSubClass,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenAbvGr,KitchenQual,GarageFinish,GarageCars,GarageArea,EnclosedPorch,YrSold,SalePrice
714,190,BrkSide,4,5,1970,1970,TA,TA,960,960,960,1,1,TA,Unf,2,576,0,2006,129000
715,60,Sawyer,6,8,1976,2005,Gd,TA,725,725,1479,2,1,Gd,RFn,2,475,0,2010,130500
716,20,NWAmes,6,5,1974,1974,TA,Gd,1064,1350,1350,2,1,TA,RFn,2,478,0,2009,165000
717,70,OldTown,7,8,1890,1998,TA,TA,718,1576,2554,1,1,TA,Unf,2,704,143,2007,159500
718,20,NWAmes,5,6,1973,2000,TA,Gd,1176,1178,1178,1,1,Gd,Unf,2,439,0,2008,157000
719,60,NoRidge,7,5,1993,1994,Gd,Gd,1311,1325,2418,2,1,Gd,RFn,3,983,216,2008,341000
720,20,CollgCr,5,6,1969,1969,TA,Gd,971,971,971,1,1,TA,Unf,1,300,0,2006,128500
721,120,StoneBr,8,5,1985,1985,Gd,Gd,1742,1742,1742,2,1,Gd,RFn,2,564,234,2006,275000
722,120,CollgCr,6,5,2004,2004,Gd,Gd,848,848,848,1,1,Gd,RFn,2,420,0,2010,143000
723,20,NAmes,4,7,1970,1970,TA,TA,864,864,864,1,1,TA,Unf,2,463,0,2009,124500
724,50,Edwards,4,6,1954,1972,TA,TA,941,997,1470,2,1,TA,Unf,1,548,0,2008,135000
725,20,Edwards,9,5,2007,2008,Ex,Ex,1698,1698,1698,2,1,Ex,Fin,3,768,0,2009,320000
726,20,NAmes,4,6,1970,1970,TA,TA,864,864,864,1,1,Gd,Unf,2,660,0,2009,120500
727,20,Crawfor,6,9,1988,2007,Gd,Gd,880,1680,1680,2,1,Gd,Fin,2,540,0,2009,222000
728,20,CollgCr,7,5,2007,2007,Gd,Gd,1232,1232,1232,2,1,Gd,RFn,2,632,0,2009,194500
729,90,NAmes,5,5,1958,1958,TA,TA,1584,1776,1776,2,2,TA,Unf,3,888,0,2009,110000
730,30,IDOTRR,4,5,1925,1950,TA,TA,780,848,1208,1,1,TA,Unf,2,539,112,2009,103000
731,120,StoneBr,8,5,1995,1996,Gd,Gd,1595,1616,1616,2,1,Gd,RFn,2,608,0,2010,236500
732,80,Timber,7,5,2003,2003,Gd,Ex,868,1146,1146,2,1,Gd,Fin,2,438,0,2007,187500
733,60,CollgCr,7,5,1998,1999,Gd,Gd,1153,1153,2031,2,1,Gd,Fin,2,541,0,2008,222500
734,20,Sawyer,5,6,1961,1983,TA,TA,864,1144,1144,1,1,TA,RFn,1,264,0,2009,131400
735,20,Sawyer,5,5,1968,1968,TA,TA,948,948,948,1,1,TA,Unf,1,300,0,2007,108000
736,75,OldTown,7,7,1914,1970,TA,Gd,880,880,1768,1,1,TA,Unf,2,320,0,2006,163000
737,90,NAmes,3,4,1950,1950,TA,NA,0,1040,1040,2,2,TA,Unf,2,400,0,2006,93500
738,60,Gilbert,8,5,2005,2005,Gd,Gd,893,901,1801,2,1,Gd,Fin,3,800,0,2006,239900
739,90,Edwards,5,5,1987,1988,TA,Gd,1200,1200,1200,3,1,TA,NA,0,0,0,2009,179000
740,60,CollgCr,7,5,2004,2004,Gd,Gd,864,864,1728,2,1,Gd,RFn,2,572,0,2009,190000
741,70,OldTown,5,7,1910,2002,TA,Fa,264,768,1432,2,1,TA,Unf,2,360,112,2007,132000
742,20,Sawyer,6,8,1961,1996,TA,TA,912,912,912,1,1,Gd,Unf,1,288,0,2008,142000
743,20,SawyerW,7,5,2000,2001,TA,Gd,1349,1349,1349,2,1,TA,Unf,2,539,0,2007,179000
744,80,Sawyer,5,6,1963,1999,TA,Gd,520,1464,1464,2,1,TA,RFn,2,480,0,2009,175000
745,120,StoneBr,8,5,1993,1993,Gd,Gd,1337,1337,1337,2,1,Gd,RFn,2,462,70,2008,180000
746,60,NWAmes,8,9,1976,1996,Ex,TA,1142,1175,2715,3,1,Gd,Fin,2,831,0,2008,299800
747,60,Gilbert,7,5,2000,2000,Gd,Gd,952,980,2256,2,1,Gd,Fin,2,554,0,2009,236000
748,70,OldTown,7,7,1880,2003,Gd,TA,1240,1320,2640,1,1,Gd,Unf,4,864,386,2009,265979
749,20,NoRidge,7,5,1996,1996,Gd,Gd,1720,1720,1720,2,1,Gd,Fin,2,527,154,2010,260400
750,50,Edwards,4,3,1945,1950,TA,NA,0,1088,1529,2,1,TA,Unf,1,240,185,2009,98000
751,50,OldTown,4,7,1910,2004,TA,TA,576,792,1140,1,1,TA,NA,0,0,0,2010,96500
752,60,Gilbert,7,5,2003,2003,Gd,Gd,660,660,1320,2,1,Gd,Fin,2,400,0,2007,162000
753,20,CollgCr,6,5,1997,1997,TA,Gd,1479,1494,1494,2,1,Gd,RFn,2,576,0,2006,217000
754,60,NridgHt,8,5,2005,2005,Gd,Gd,1030,1038,2098,2,1,Ex,RFn,3,878,0,2006,275500
755,20,NAmes,6,8,1969,2005,TA,TA,1026,1026,1026,1,1,Gd,RFn,2,440,0,2009,156000
756,160,Somerst,6,5,1999,1999,TA,Gd,729,742,1471,2,1,TA,Unf,2,440,0,2009,172500
757,60,CollgCr,8,5,2007,2007,Gd,Gd,866,866,1768,2,1,Gd,RFn,2,578,0,2009,212000
758,60,Sawyer,6,5,1978,1978,TA,TA,672,672,1386,2,1,TA,Fin,2,440,0,2010,158900
759,160,Somerst,7,5,1999,1999,TA,Gd,744,757,1501,2,1,TA,Unf,2,440,0,2008,179400
760,60,NoRidge,8,5,1995,1995,Gd,Gd,1318,1328,2531,2,1,Gd,RFn,3,752,0,2007,290000
761,20,NAmes,6,6,1959,1959,TA,TA,864,864,864,1,1,TA,Unf,1,300,0,2009,127500
762,30,BrkSide,5,5,1924,1950,TA,TA,1145,1301,1301,1,1,Fa,Unf,2,440,0,2009,100000
763,60,Somerst,7,5,2009,2009,TA,Gd,756,764,1547,2,1,Gd,Unf,2,614,0,2010,215200
764,60,NoRidge,8,5,1999,1999,Gd,Gd,1252,1268,2365,2,1,Gd,RFn,3,856,0,2009,337000
765,120,Veenker,8,5,1995,1996,Gd,Gd,1494,1494,1494,1,1,Ex,Fin,2,481,0,2006,270000
766,20,Somerst,9,5,2008,2008,Gd,Gd,1498,1506,1506,2,1,Ex,Fin,2,592,0,2008,264132
767,60,NWAmes,7,5,1988,1988,TA,Gd,980,980,1714,2,1,TA,Unf,2,496,156,2010,196500
768,50,Mitchel,6,7,1940,1985,TA,Gd,983,983,1750,2,1,TA,Unf,1,423,156,2008,160000
769,20,CollgCr,7,5,2004,2005,Gd,Gd,1860,1836,1836,2,1,Gd,Fin,2,484,0,2006,216837
770,60,StoneBr,8,5,2003,2003,Ex,Gd,1650,1690,3279,3,1,Ex,Fin,3,841,0,2010,538000
771,85,Sawyer,5,5,1982,1982,TA,Gd,858,858,858,1,1,TA,Unf,2,576,0,2009,134900
772,20,Edwards,4,5,1951,1951,TA,Fa,836,1220,1220,1,1,TA,Unf,2,396,0,2006,102000
773,80,Edwards,6,5,1976,1976,TA,TA,1029,1117,1117,1,1,TA,Unf,2,672,0,2010,107000
774,20,NAmes,5,5,1958,1958,TA,TA,912,912,912,1,1,TA,RFn,1,275,0,2007,114500
775,20,NridgHt,8,5,2006,2006,Gd,Gd,1935,1973,1973,2,1,Gd,Fin,3,895,0,2007,395000
776,120,Mitchel,6,5,1998,1998,TA,Ex,1204,1204,1204,2,1,TA,Fin,2,412,0,2009,162000
777,20,CollgCr,7,5,2005,2006,Gd,Gd,1614,1614,1614,2,1,Gd,RFn,3,865,0,2006,221500
778,20,Sawyer,5,5,1974,1974,TA,TA,864,894,894,1,1,TA,Unf,2,440,0,2006,142500
779,90,SawyerW,5,5,1977,1977,TA,NA,0,2020,2020,2,2,TA,Unf,2,630,0,2007,144000
780,90,Mitchel,6,5,1977,1977,TA,Gd,975,1004,1004,1,1,TA,Unf,2,504,0,2006,135000
781,20,Gilbert,7,5,1995,1996,TA,Gd,1237,1253,1253,2,1,TA,Fin,2,402,0,2007,176000
782,60,SawyerW,6,5,1992,1992,Gd,Gd,761,810,1603,2,1,Gd,RFn,2,484,0,2006,175900
783,20,CollgCr,7,5,2001,2002,Gd,Gd,1413,1430,1430,2,1,Gd,RFn,2,605,0,2009,187100
784,85,Mitchel,5,6,1978,1978,TA,Gd,1097,1110,1110,1,1,Gd,Fin,2,602,0,2009,165500
785,75,OldTown,6,6,1914,2001,TA,TA,742,742,1484,2,1,TA,NA,0,0,134,2008,128000
786,20,NWAmes,6,5,1967,1967,TA,TA,1372,1342,1342,2,1,TA,Unf,2,457,0,2009,161500
787,50,OldTown,5,6,1915,1950,TA,Fa,686,966,1652,2,1,TA,Unf,1,416,196,2010,139000
788,60,SawyerW,7,5,2004,2004,Gd,Gd,956,956,2084,2,1,Gd,RFn,2,618,0,2010,233000
789,20,OldTown,4,7,1954,2000,TA,TA,901,901,901,1,1,TA,Unf,1,281,0,2008,107900
790,60,ClearCr,6,8,1966,2007,TA,TA,832,976,2087,2,1,Gd,Fin,2,444,0,2007,187500
791,120,Blmngtn,7,5,2005,2006,Gd,Gd,1145,1145,1145,2,1,Gd,Fin,2,397,0,2009,160200
792,80,Mitchel,6,5,1976,1976,TA,Gd,1029,1062,1062,1,1,TA,RFn,2,539,0,2007,146800
793,60,NoRidge,7,5,1996,1997,Gd,Gd,1117,1127,2013,2,1,TA,Unf,2,455,0,2007,269790
794,20,Somerst,8,5,2007,2007,Gd,Gd,1496,1496,1496,2,1,Gd,Fin,2,474,0,2007,225000
795,60,Gilbert,7,5,1994,1996,Gd,Gd,712,1086,1895,2,1,Gd,Fin,2,409,0,2008,194500
796,60,SawyerW,6,6,1980,1981,TA,Gd,650,888,1564,2,1,TA,Unf,2,476,0,2010,171000
797,20,Sawyer,6,5,1977,1977,TA,TA,660,1285,1285,1,1,TA,RFn,2,528,0,2007,143500
798,20,NAmes,5,5,1953,1953,TA,TA,773,773,773,1,1,TA,Unf,1,240,0,2008,110000
799,60,NridgHt,9,5,2008,2009,Ex,Ex,1926,1966,3140,3,1,Ex,Fin,3,820,0,2009,485000
800,50,SWISU,5,7,1937,1950,TA,Gd,731,981,1768,1,1,Gd,Unf,1,240,264,2007,175000
801,60,ClearCr,6,5,1997,1997,TA,Gd,616,616,1688,2,1,Gd,RFn,2,603,185,2008,200000
802,30,IDOTRR,4,7,1916,1990,TA,TA,1196,1196,1196,1,1,TA,Unf,2,440,0,2007,109900
803,60,CollgCr,7,5,2005,2005,Gd,Gd,728,728,1456,2,1,Gd,Fin,2,410,0,2008,189000
804,60,NridgHt,9,5,2008,2009,Ex,Ex,1734,1734,2822,3,1,Ex,RFn,3,1020,0,2009,582933
805,20,NAmes,5,5,1954,1954,TA,TA,936,1128,1128,1,1,TA,Unf,1,286,0,2006,118000
806,20,Somerst,7,5,2008,2008,Gd,Gd,1417,1428,1428,2,1,Ex,RFn,2,554,0,2008,227680
807,80,NAmes,5,5,1967,1967,TA,TA,980,980,980,2,1,TA,Fin,1,384,0,2006,135500
808,70,BrkSide,5,6,1923,2004,TA,TA,1324,1072,1576,1,1,Gd,RFn,2,528,0,2009,223500
809,80,NAmes,5,5,1966,1966,TA,TA,1024,1086,1086,1,1,TA,RFn,2,484,0,2006,159950
810,75,OldTown,5,5,1898,1965,TA,TA,849,1075,2138,2,3,TA,Unf,2,360,0,2009,106000
811,20,NWAmes,6,6,1974,1999,TA,TA,1040,1309,1309,1,1,Gd,RFn,2,484,0,2006,181000
812,120,CollgCr,6,5,2004,2004,Gd,Gd,848,848,848,1,1,Gd,Fin,2,420,0,2008,144500
813,20,IDOTRR,5,5,1952,1952,Fa,TA,540,1044,1044,1,1,Fa,Unf,2,504,0,2010,55993
814,20,NAmes,6,6,1958,1958,TA,TA,1442,1442,1442,1,1,TA,RFn,1,301,275,2007,157900
815,50,Edwards,5,7,1918,1950,TA,TA,686,686,1250,1,1,Fa,Unf,1,280,96,2006,116000
816,20,CollgCr,7,5,1998,1998,TA,Gd,1649,1661,1661,2,1,Gd,RFn,2,598,0,2010,224900
817,20,NAmes,5,6,1954,1954,TA,TA,1008,1008,1008,1,1,TA,RFn,1,275,120,2006,137000
818,20,Mitchel,8,5,2002,2002,Gd,Gd,1568,1689,1689,2,1,Gd,RFn,3,857,0,2008,271000
819,80,ClearCr,6,7,1971,1971,TA,TA,1010,1052,1052,1,1,TA,Unf,2,440,0,2010,155000
820,120,NridgHt,7,5,2009,2010,Gd,Gd,1358,1358,1358,2,1,Gd,RFn,2,484,0,2010,224000
821,60,CollgCr,7,5,2003,2003,Gd,Gd,798,798,1640,2,1,Gd,RFn,2,595,0,2008,183000
822,20,OldTown,4,4,1953,1953,Fa,Fa,936,936,936,1,1,TA,Unf,2,576,112,2009,93000
823,60,Gilbert,7,5,2003,2003,Gd,Gd,847,847,1733,2,1,Gd,Fin,2,433,0,2007,225000
824,50,SWISU,6,7,1940,1950,TA,TA,778,944,1489,2,1,TA,Unf,1,240,0,2009,139500
825,20,Somerst,8,5,2006,2006,Gd,Gd,1489,1489,1489,2,1,Gd,RFn,2,776,0,2006,232600
826,20,NridgHt,10,5,2007,2008,Ex,Ex,2078,2084,2084,2,1,Ex,Fin,3,1220,0,2008,385000
827,45,BrkSide,5,6,1924,1950,TA,TA,784,784,784,1,1,Gd,NA,0,0,116,2008,109500
828,20,SawyerW,7,5,2001,2001,Gd,Gd,1454,1434,1434,2,1,Gd,RFn,2,527,0,2009,189000
829,60,ClearCr,5,5,1967,1967,TA,TA,1013,1160,2126,2,1,TA,Fin,2,538,0,2009,185000
830,160,Somerst,7,5,2005,2005,Gd,Gd,600,520,1223,2,1,Gd,RFn,2,480,0,2006,147400
831,20,NAmes,6,5,1957,1957,TA,TA,1392,1392,1392,1,1,TA,RFn,2,458,0,2008,166000
832,160,Somerst,7,5,2005,2005,TA,Gd,600,520,1200,2,1,Gd,RFn,2,480,0,2006,151000
833,60,CollgCr,7,6,2003,2003,Gd,Gd,941,941,1829,2,1,Gd,RFn,2,613,0,2010,237000
834,20,NAmes,6,6,1964,1964,TA,TA,1516,1516,1516,1,1,TA,RFn,2,472,0,2009,167000
835,20,NAmes,5,6,1961,1961,TA,TA,1144,1144,1144,1,1,TA,Unf,2,456,0,2008,139950
836,20,Sawyer,4,7,1950,1995,TA,Gd,1067,1067,1067,2,1,Gd,Unf,2,436,0,2010,128000
837,30,OldTown,5,6,1948,1973,TA,TA,1559,1559,1559,1,1,TA,Unf,2,812,230,2007,153500
838,160,BrDale,6,5,1973,1973,TA,TA,483,483,987,1,1,TA,Unf,1,264,0,2008,100000
839,20,CollgCr,5,6,1995,2006,TA,Gd,1099,1099,1099,1,1,Gd,Unf,1,352,0,2008,144000
840,50,Edwards,5,6,1946,1995,TA,TA,768,768,1200,1,1,TA,Unf,1,240,0,2008,130500
841,70,SWISU,6,8,1925,1950,TA,TA,672,810,1482,2,1,Fa,Unf,1,400,254,2008,140000
842,70,OldTown,5,8,1904,2002,TA,TA,650,958,1539,2,1,Gd,Unf,2,686,68,2008,157500
843,80,NAmes,6,7,1966,1966,TA,TA,1127,1165,1165,1,1,TA,RFn,2,490,0,2008,174900
844,90,NAmes,5,4,1961,1961,TA,TA,1800,1800,1800,2,2,TA,NA,0,0,0,2007,141000
845,50,OldTown,5,8,1915,1950,TA,TA,876,876,1416,1,1,TA,Unf,3,720,194,2008,153900
846,85,Sawyer,5,5,1975,1981,TA,Gd,1390,1701,1701,2,1,TA,Fin,2,611,0,2007,171000
847,60,SawyerW,7,5,1993,1993,Gd,Gd,740,1006,1775,2,1,Gd,Unf,2,425,192,2009,213000
848,20,CollgCr,5,6,1972,1972,TA,TA,864,864,864,1,1,TA,Unf,1,338,0,2009,133500
849,50,ClearCr,6,8,1908,1997,TA,TA,907,1307,2358,3,1,TA,Unf,2,360,0,2008,240000
850,80,Veenker,6,7,1976,1994,Gd,TA,528,1094,1855,2,1,TA,RFn,2,512,0,2007,187000
851,120,CollgCr,6,5,2003,2003,Gd,Gd,848,848,848,1,1,Gd,Fin,2,420,0,2007,131500
852,120,Blmngtn,8,5,2003,2003,Gd,Gd,1273,1456,1456,2,1,Gd,Fin,2,400,0,2006,215000
853,75,Crawfor,7,5,1941,1950,TA,TA,918,918,1646,2,1,TA,Unf,1,240,0,2007,164000
854,80,NAmes,6,6,1964,1964,TA,TA,1127,1445,1445,1,1,TA,RFn,2,645,0,2009,158000
855,20,Sawyer,5,4,1955,1974,TA,TA,1763,1779,1779,1,1,TA,Unf,2,454,0,2006,170000
856,20,Sawyer,5,8,1962,2010,TA,TA,1040,1040,1040,1,1,TA,Unf,1,260,0,2010,127000
857,80,CollgCr,6,6,1978,1978,TA,Gd,940,1026,1026,1,1,TA,Unf,2,576,34,2008,147000
858,60,Gilbert,6,5,1994,1995,TA,Gd,702,702,1481,2,1,TA,Fin,2,343,0,2009,174000
859,20,NWAmes,7,5,1976,1976,TA,Gd,1090,1370,1370,2,1,TA,RFn,2,479,0,2009,152000
860,60,NWAmes,6,7,1968,1984,TA,TA,1054,1512,2654,2,1,Gd,Unf,2,619,0,2006,250000
861,50,Crawfor,7,8,1918,1998,Gd,TA,912,912,1426,1,1,Gd,Unf,1,216,0,2007,189950
862,190,Sawyer,5,4,1965,1965,TA,TA,1039,1039,1039,1,1,TA,Unf,2,504,0,2010,131500
863,20,SawyerW,6,5,1984,1985,TA,Gd,1040,1097,1097,2,1,TA,Unf,2,480,0,2010,152000
864,20,NAmes,5,5,1959,1959,TA,TA,1148,1148,1148,1,1,TA,Unf,1,672,0,2009,132500
865,20,Somerst,7,5,2007,2008,Gd,Ex,1372,1372,1372,2,1,Gd,Fin,2,529,0,2008,250580
866,20,NAmes,5,6,1970,1970,TA,TA,1002,1002,1002,1,1,TA,Unf,2,902,0,2009,148500
867,20,Timber,8,5,2006,2007,Gd,Gd,1638,1646,1646,2,1,Gd,RFn,3,870,0,2007,248900
868,20,Sawyer,4,5,1961,1961,TA,TA,1040,1120,1120,1,1,Fa,RFn,2,544,0,2007,129000
869,60,Gilbert,5,6,1948,1950,TA,NA,0,1547,2320,2,1,TA,Unf,2,672,0,2006,169000
870,60,SawyerW,7,5,1993,1994,Gd,Gd,1050,1062,1949,2,1,Gd,Fin,2,574,0,2010,236000
871,20,NAmes,5,5,1962,1962,TA,TA,894,894,894,1,1,TA,Unf,1,308,0,2009,109500
872,60,CollgCr,6,5,1998,1998,TA,Gd,804,804,1682,2,1,Gd,RFn,2,523,0,2010,200500
873,20,NAmes,5,7,1953,1996,Gd,TA,105,910,910,1,1,Gd,Unf,2,414,150,2008,116000
874,40,NAmes,5,7,1949,1950,Gd,TA,832,1036,1268,1,1,TA,Unf,1,288,0,2009,133000
875,50,OldTown,5,6,1941,1950,TA,TA,676,676,1131,1,1,TA,Unf,1,200,0,2009,66500
876,60,Somerst,8,5,2007,2007,Gd,Gd,1184,1184,2610,2,1,Ex,Fin,2,550,0,2007,303477
877,20,Mitchel,4,5,1963,1963,TA,TA,1064,1040,1040,1,1,TA,Unf,2,648,0,2007,132250
878,60,NridgHt,9,5,2004,2005,Gd,Ex,1462,1462,2224,2,1,Ex,Fin,3,738,0,2009,350000
879,85,Sawyer,5,7,1961,1995,TA,TA,1109,1155,1155,1,1,Gd,Unf,2,576,0,2010,148000
880,20,CollgCr,5,8,1978,2005,Gd,TA,864,864,864,1,1,TA,Unf,1,336,0,2009,136500
881,20,Edwards,5,5,2005,2006,TA,Ex,1090,1090,1090,1,1,TA,Fin,2,450,0,2007,157000
882,50,Timber,7,5,1990,1991,Gd,Gd,1156,1187,1717,2,1,Gd,RFn,2,400,0,2007,187500
883,60,Gilbert,6,5,1992,1993,TA,Gd,808,808,1593,2,1,TA,RFn,2,389,0,2009,178000
884,75,SWISU,4,5,1912,1950,Gd,TA,795,954,2230,1,1,TA,Unf,1,440,0,2006,118500
885,20,NAmes,5,5,1967,1967,TA,TA,892,892,892,1,1,TA,RFn,1,288,0,2009,100000
886,120,Somerst,9,5,1999,2000,Gd,Ex,1698,1709,1709,2,1,Gd,Fin,2,506,0,2008,328900
887,90,NAmes,5,5,1959,2005,TA,TA,1626,1712,1712,2,2,TA,Fin,2,588,0,2006,145000
888,50,Edwards,5,7,1955,1955,TA,TA,816,872,1393,1,1,TA,Unf,1,300,0,2008,135500
889,20,NAmes,8,6,1970,1970,Gd,TA,2217,2217,2217,2,1,Gd,Unf,2,621,0,2007,268000
890,20,NAmes,6,4,1953,1953,TA,TA,1505,1505,1505,1,1,TA,RFn,2,505,0,2009,149500
891,50,NAmes,5,7,1949,2006,TA,TA,672,672,924,1,1,TA,Unf,2,576,0,2007,122900
892,60,Sawyer,6,5,1978,1978,TA,TA,918,918,1683,2,1,TA,RFn,2,440,0,2009,172500
893,20,Sawyer,6,8,1963,2003,TA,TA,1059,1068,1068,1,1,TA,RFn,1,264,0,2006,154500
894,20,Sawyer,5,5,1954,1954,TA,Gd,1383,1383,1383,1,1,TA,Unf,1,354,0,2008,165000
895,90,SawyerW,5,5,1979,1979,TA,NA,0,1535,1535,2,2,TA,Unf,2,400,0,2009,118858
896,60,NAmes,6,5,1963,1963,TA,TA,780,983,1796,1,1,TA,RFn,2,483,0,2008,140000
897,30,IDOTRR,4,6,1936,1950,TA,TA,951,951,951,1,1,TA,Unf,1,327,0,2006,106500
898,90,SawyerW,5,5,1979,1979,TA,NA,0,1120,2240,2,2,TA,Unf,2,528,0,2009,142953
899,20,NridgHt,9,5,2009,2010,Ex,Ex,2330,2364,2364,2,1,Ex,Fin,3,820,0,2010,611657
900,20,Sawyer,5,7,1961,1994,TA,TA,912,1236,1236,1,1,TA,Unf,1,288,0,2006,135000
901,20,NAmes,4,6,1971,1971,TA,TA,858,858,858,1,1,TA,Unf,1,684,0,2007,110000
902,20,NAmes,5,7,1957,2000,TA,TA,992,1306,1306,1,1,TA,Unf,1,756,0,2009,153000
903,60,Gilbert,7,5,2003,2003,Gd,Gd,783,807,1509,2,1,Gd,Fin,2,393,0,2006,180000
904,20,Gilbert,7,5,2006,2006,Gd,Gd,1670,1670,1670,2,1,Gd,RFn,3,690,0,2006,240000
905,20,Sawyer,5,6,1967,1967,TA,TA,876,902,902,1,1,TA,Unf,1,288,0,2007,125500
906,20,NAmes,5,5,1954,1954,TA,TA,1056,1063,1063,1,1,TA,RFn,1,280,164,2010,128000
907,20,Somerst,8,5,2006,2006,Gd,Gd,1623,1636,1636,2,1,Gd,RFn,3,865,0,2007,255000
908,50,Crawfor,7,7,1936,1987,Gd,Gd,1017,1020,2057,1,1,Gd,Fin,1,180,0,2006,250000
909,20,Mitchel,5,5,1983,1983,TA,Gd,864,902,902,1,1,TA,Unf,2,484,0,2006,131000
910,60,Gilbert,6,5,2005,2005,Gd,Gd,742,742,1484,2,1,Gd,Fin,2,390,0,2009,174000
911,90,NAmes,5,5,1960,1960,TA,TA,1105,1105,2274,2,2,TA,Unf,2,480,0,2010,154300
912,20,CollgCr,5,7,1977,1989,TA,Gd,1268,1268,1268,1,1,Gd,Unf,1,252,0,2009,143500
913,30,BrkSide,5,7,1925,1950,TA,TA,768,1015,1015,1,1,TA,Unf,1,450,112,2006,88000
914,90,Crawfor,5,6,1949,1950,TA,TA,1001,1001,2002,2,2,TA,Unf,3,871,0,2007,145000
915,160,Somerst,6,5,2009,2009,Gd,Gd,612,612,1224,2,1,Gd,RFn,2,528,0,2009,173733
916,160,MeadowV,4,5,1970,1970,TA,TA,546,546,1092,1,1,TA,Unf,1,286,0,2007,75000
917,20,IDOTRR,2,3,1949,1950,TA,TA,480,480,480,0,1,TA,Unf,1,308,0,2006,35311
918,20,Edwards,4,6,1956,1956,TA,TA,1134,1229,1229,1,1,TA,RFn,1,284,0,2009,135000
919,60,SawyerW,7,5,1991,1991,Gd,Ex,1104,912,2127,2,1,Gd,RFn,3,833,224,2007,238000
920,20,NAmes,6,8,1958,2002,Ex,Gd,1184,1414,1414,1,1,TA,Unf,2,601,0,2008,176500
921,60,SawyerW,6,5,1994,1994,Gd,Gd,928,936,1721,2,1,Gd,RFn,2,471,0,2007,201000
922,90,Edwards,5,7,1900,2003,TA,TA,1272,1272,2200,2,2,TA,NA,0,0,0,2008,145900
923,20,Gilbert,6,5,2005,2006,Gd,Gd,1316,1316,1316,2,1,Gd,Fin,2,397,0,2006,169990
924,120,SawyerW,6,5,1993,1994,Gd,Gd,1604,1617,1617,2,1,Gd,RFn,2,533,0,2008,193000
925,20,NWAmes,6,6,1980,1980,TA,Gd,1686,1686,1686,2,1,TA,Unf,2,612,0,2006,207500
926,20,NWAmes,5,6,1977,1977,TA,Gd,1126,1126,1126,2,1,Ex,RFn,2,540,0,2008,175000
927,60,NridgHt,8,5,2003,2004,Gd,Gd,1181,1234,2374,2,1,Ex,Fin,3,656,0,2007,285000
928,60,NWAmes,7,5,1968,1968,TA,TA,832,1098,1978,2,1,TA,RFn,2,486,0,2008,176000
929,20,CollgCr,8,5,2001,2001,Gd,Gd,1753,1788,1788,2,1,Ex,RFn,2,522,0,2009,236500
930,60,Gilbert,7,5,1997,1997,TA,Gd,964,993,2236,2,1,Gd,Fin,2,642,0,2006,222000
931,20,Timber,8,5,2007,2007,Gd,Gd,1466,1466,1466,2,1,Gd,Fin,3,610,0,2009,201000
932,20,NAmes,5,6,1965,1965,TA,TA,925,925,925,1,1,TA,Unf,1,429,0,2009,117500
933,20,Somerst,9,5,2006,2006,Ex,Ex,1905,1905,1905,2,1,Ex,Fin,3,788,0,2007,320000
934,20,CollgCr,7,5,2004,2004,Gd,Gd,1500,1500,1500,2,1,Gd,RFn,2,570,0,2009,190000
935,20,NAmes,7,7,1960,2007,TA,Gd,585,2069,2069,2,1,Gd,RFn,2,505,0,2008,242000
936,30,BrkSide,4,5,1926,1953,TA,Fa,600,747,747,1,1,TA,Unf,2,528,32,2006,79900
937,20,SawyerW,7,5,2003,2003,Gd,Gd,1176,1200,1200,2,1,Gd,RFn,2,555,0,2009,184900
938,60,Somerst,7,5,2005,2005,Gd,Gd,1113,1113,1971,2,1,Gd,RFn,2,689,0,2009,253000
939,60,CollgCr,7,5,2006,2006,Gd,Gd,1391,1391,1962,2,1,Gd,RFn,3,868,0,2006,239799
940,70,ClearCr,7,7,1940,1950,TA,TA,1032,1207,2403,2,1,TA,Unf,1,349,318,2010,244400
941,90,Mitchel,6,5,1976,1976,TA,TA,1728,1728,1728,2,2,TA,Unf,2,574,0,2006,150900
942,60,Gilbert,7,5,1999,1999,Gd,Gd,992,1022,2060,2,1,Gd,RFn,2,390,0,2009,214000
943,90,Edwards,4,3,1977,1977,TA,Gd,1440,1440,1440,2,2,TA,NA,0,0,0,2007,150000
944,90,Mitchel,5,4,1967,1967,TA,TA,1632,1632,1632,2,2,TA,Unf,2,576,0,2007,143000
945,20,Timber,6,6,1958,1958,TA,TA,819,1344,1344,1,1,Gd,RFn,2,525,0,2009,137500
946,50,OldTown,5,6,1890,1996,TA,TA,1088,1188,1869,1,1,TA,Unf,2,456,244,2009,124900
947,80,NAmes,5,6,1959,1959,TA,TA,1144,1144,1144,1,1,TA,RFn,1,796,0,2006,143000
948,20,Timber,8,5,2002,2003,Gd,Gd,1616,1629,1629,2,1,Gd,Fin,3,808,0,2007,270000
949,60,CollgCr,7,5,2002,2002,Gd,Gd,936,936,1776,2,1,Gd,RFn,2,474,0,2006,192500
950,20,NWAmes,6,7,1972,2006,TA,TA,1161,1381,1381,1,1,Gd,RFn,2,676,0,2010,197500
951,20,NAmes,5,8,1950,2002,TA,TA,864,864,864,1,1,Gd,RFn,2,720,0,2007,129000
952,20,SawyerW,5,5,1965,1965,TA,TA,828,965,965,1,1,TA,Unf,1,300,0,2006,119900
